vocals,instrumental,score
The Embarrassment - Patio Set,Wann - Happy Birthday,53.1359920501709
The Embarrassment - Patio Set,ZOELEELA - Jewel,51.527709007263184
The J Arthur Keenes Band - The Boring World of Niels Bohr,Bam Bam - Hi-Q,49.72232913970947
The J Arthur Keenes Band - The Boring World of Niels Bohr,Benji Cossa - New Flowers (Fast 4-track Version),49.917195320129395
The J Arthur Keenes Band - The Boring World of Niels Bohr,Bessie Smith - My Sweetie Went Away,45.77422332763672
The J Arthur Keenes Band - The Boring World of Niels Bohr,David Rovics - We Just Want The World,50.78106117248535
The J Arthur Keenes Band - The Boring World of Niels Bohr,deef - Ein sonniger Tag mit dir,48.23275184631348
The J Arthur Keenes Band - The Boring World of Niels Bohr,Dragon Or Emperor - Part of Me Says,49.15461730957031
The J Arthur Keenes Band - The Boring World of Niels Bohr,Grand Mal - Children of Light,48.95284557342529
The J Arthur Keenes Band - The Boring World of Niels Bohr,Home Blitz - Secret Wave,49.479289054870605
The J Arthur Keenes Band - The Boring World of Niels Bohr,Josh Woodward - Cien Volando,49.82758331298828
The J Arthur Keenes Band - The Boring World of Niels Bohr,Los Steaks - Sunday Girls,50.083656311035156
The J Arthur Keenes Band - The Boring World of Niels Bohr,Mia Doi Todd - I gave you my home,49.522141456604004
The J Arthur Keenes Band - The Boring World of Niels Bohr,Orange Peels - Grey Holiday,49.78232383728027
The J Arthur Keenes Band - The Boring World of Niels Bohr,Poland - Lying Machine,49.08353233337402
The J Arthur Keenes Band - The Boring World of Niels Bohr,Shearer - Itch,49.379844665527344
The J Arthur Keenes Band - The Boring World of Niels Bohr,Short Hand - Certain Strangers,50.414567947387695
The J Arthur Keenes Band - The Boring World of Niels Bohr,The Cute Lepers - Young Hearts,48.6851749420166
The J Arthur Keenes Band - The Boring World of Niels Bohr,The Embarrassment - Patio Set,48.16034126281738
The J Arthur Keenes Band - The Boring World of Niels Bohr,The J Arthur Keenes Band - The Boring World of Niels Bohr,48.83001232147217
The J Arthur Keenes Band - The Boring World of Niels Bohr,The Oranges Band - Ride the Nuclear Wave,48.82857322692871
The J Arthur Keenes Band - The Boring World of Niels Bohr,Wann - Happy Birthday,50.37749481201172
The J Arthur Keenes Band - The Boring World of Niels Bohr,ZOELEELA - Jewel,48.80737590789795
The Oranges Band - Ride the Nuclear Wave,Bam Bam - Hi-Q,50.79823589324951
The Oranges Band - Ride the Nuclear Wave,Benji Cossa - New Flowers (Fast 4-track Version),50.83608436584473
The Oranges Band - Ride the Nuclear Wave,Bessie Smith - My Sweetie Went Away,46.33491134643555
The Oranges Band - Ride the Nuclear Wave,David Rovics - We Just Want The World,52.27405548095703
The Oranges Band - Ride the Nuclear Wave,deef - Ein sonniger Tag mit dir,48.10980033874512
The Oranges Band - Ride the Nuclear Wave,Dragon Or Emperor - Part of Me Says,50.44778347015381
The Oranges Band - Ride the Nuclear Wave,Grand Mal - Children of Light,50.52508544921875
The Oranges Band - Ride the Nuclear Wave,Home Blitz - Secret Wave,50.69085693359375
The Oranges Band - Ride the Nuclear Wave,Josh Woodward - Cien Volando,50.04742908477783
The Oranges Band - Ride the Nuclear Wave,Los Steaks - Sunday Girls,51.329556465148926
The Oranges Band - Ride the Nuclear Wave,Mia Doi Todd - I gave you my home,50.37045478820801
The Oranges Band - Ride the Nuclear Wave,Orange Peels - Grey Holiday,50.654601097106934
The Oranges Band - Ride the Nuclear Wave,Poland - Lying Machine,49.30413246154785
The Oranges Band - Ride the Nuclear Wave,Shearer - Itch,50.304412841796875
The Oranges Band - Ride the Nuclear Wave,Short Hand - Certain Strangers,51.621127128601074
The Oranges Band - Ride the Nuclear Wave,The Cute Lepers - Young Hearts,49.78994846343994
The Oranges Band - Ride the Nuclear Wave,The Embarrassment - Patio Set,49.71501445770264
The Oranges Band - Ride the Nuclear Wave,The J Arthur Keenes Band - The Boring World of Niels Bohr,50.00258255004883
The Oranges Band - Ride the Nuclear Wave,The Oranges Band - Ride the Nuclear Wave,49.79541778564453
The Oranges Band - Ride the Nuclear Wave,Wann - Happy Birthday,51.49316120147705
The Oranges Band - Ride the Nuclear Wave,ZOELEELA - Jewel,50.03685760498047
Wann - Happy Birthday,Bam Bam - Hi-Q,45.63991165161133
Wann - Happy Birthday,Benji Cossa - New Flowers (Fast 4-track Version),46.40405464172363
Wann - Happy Birthday,Bessie Smith - My Sweetie Went Away,43.198981285095215
Wann - Happy Birthday,David Rovics - We Just Want The World,46.83275890350342
Wann - Happy Birthday,deef - Ein sonniger Tag mit dir,44.78967761993408
Wann - Happy Birthday,Dragon Or Emperor - Part of Me Says,44.95425224304199
Wann - Happy Birthday,Grand Mal - Children of Light,45.23344802856445
Wann - Happy Birthday,Home Blitz - Secret Wave,46.049811363220215
Wann - Happy Birthday,Josh Woodward - Cien Volando,46.168503761291504
Wann - Happy Birthday,Los Steaks - Sunday Girls,46.79349994659424
Wann - Happy Birthday,Mia Doi Todd - I gave you my home,45.70742893218994
Wann - Happy Birthday,Orange Peels - Grey Holiday,46.06241798400879
Wann - Happy Birthday,Poland - Lying Machine,45.98174285888672
Wann - Happy Birthday,Shearer - Itch,45.43467712402344
Wann - Happy Birthday,Short Hand - Certain Strangers,46.51219844818115
Wann - Happy Birthday,The Cute Lepers - Young Hearts,44.00914287567139
Wann - Happy Birthday,The Embarrassment - Patio Set,44.29911518096924
Wann - Happy Birthday,The J Arthur Keenes Band - The Boring World of Niels Bohr,44.83176803588867
Wann - Happy Birthday,The Oranges Band - Ride the Nuclear Wave,45.038461685180664
Wann - Happy Birthday,Wann - Happy Birthday,46.552096366882324
Wann - Happy Birthday,ZOELEELA - Jewel,45.56450939178467
ZOELEELA - Jewel,Bam Bam - Hi-Q,53.17903137207031
ZOELEELA - Jewel,Benji Cossa - New Flowers (Fast 4-track Version),53.54563331604004
ZOELEELA - Jewel,Bessie Smith - My Sweetie Went Away,47.81412220001221
ZOELEELA - Jewel,David Rovics - We Just Want The World,54.37258720397949
ZOELEELA - Jewel,deef - Ein sonniger Tag mit dir,49.58809471130371
ZOELEELA - Jewel,Dragon Or Emperor - Part of Me Says,52.92365646362305
ZOELEELA - Jewel,Grand Mal - Children of Light,51.89848232269287
ZOELEELA - Jewel,Home Blitz - Secret Wave,53.24664878845215
ZOELEELA - Jewel,Josh Woodward - Cien Volando,52.94231700897217
ZOELEELA - Jewel,Los Steaks - Sunday Girls,53.733524322509766
ZOELEELA - Jewel,Mia Doi Todd - I gave you my home,52.61411666870117
ZOELEELA - Jewel,Orange Peels - Grey Holiday,52.73898220062256
ZOELEELA - Jewel,Poland - Lying Machine,51.89569664001465
ZOELEELA - Jewel,Shearer - Itch,53.24907112121582
ZOELEELA - Jewel,Short Hand - Certain Strangers,54.29365348815918
ZOELEELA - Jewel,The Cute Lepers - Young Hearts,52.840009689331055
ZOELEELA - Jewel,The Embarrassment - Patio Set,51.64363479614258
ZOELEELA - Jewel,The J Arthur Keenes Band - The Boring World of Niels Bohr,51.21261024475098
ZOELEELA - Jewel,The Oranges Band - Ride the Nuclear Wave,52.18922710418701
ZOELEELA - Jewel,Wann - Happy Birthday,54.78495216369629
ZOELEELA - Jewel,ZOELEELA - Jewel,51.959309577941895
